G-Status,ID,IP1,IP2,Fit,Relax
C,h0043,1500,0.4,215280.4274,10491.78817
C,h0044,2000,0.2,11232.73123,7085.165873
C,h0045,2000,0.22,9220.425191,3981.994996
C,h0046,2000,0.24,6081.144561,1807.903234
C,h0047,2000,0.26,2385.840249,496.718942
C,h0048,2000,0.28,32.806115,4.891386
C,h0049,2000,0.3,2905.813386,318.025822
C,h0050,2000,0.32,17457.06621,1438.238995
C,h0051,2000,0.34,53137.15352,3375.310864
C,h0052,2000,0.36,122650.1667,6143.063083
C,h0053,2000,0.38,242060.8905,9755.710731
C,h0054,2000,0.4,430808.3839,14229.14604
C,h0055,2500,0.2,10856.3858,5816.997981
C,h0056,2500,0.22,8416.606077,3015.525003
C,h0057,2500,0.24,4787.307794,1156.176714
C,h0058,2500,0.26,1073.845767,178.145235
C,h0059,2500,0.28,446.357134,52.095207
C,h0060,2500,0.3,9152.507785,773.024843
C,h0061,2500,0.32,37420.28436,2348.081506
C,h0062,2500,0.34,100128.2372,4790.183426
C,h0063,2500,0.36,217207.0919,8114.647
C,h0064,2500,0.38,413812.7525,12337.02362
C,h0065,2500,0.4,720353.9538,17473.71108
C,h0066,3000,0.2,10486.45285,4905.194873
C,h0067,3000,0.22,7649.440583,2345.793749
C,h0068,3000,0.24,3648.045649,740.646135
C,h0069,3000,0.26,278.693252,38.233395
C,h0070,3000,0.28,2302.271734,219.19598
C,h0071,3000,0.3,18887.52239,1284.420184
C,h0072,3000,0.32,64903.30694,3244.328167
C,h0073,3000,0.34,161882.2628,6114.019099
C,h0074,3000,0.36,338601.9942,9909.236838
C,h0075,3000,0.38,631339.4939,14647.28657
C,h0076,3000,0.4,1083917.137,20343.29635
C,h0077,3500,0.2,10122.93239,4213.602883
C,h0078,3500,0.22,6918.928709,1855.824435
C,h0079,3500,0.24,2663.358124,465.557911
C,h0080,3500,0.26,0.382704,0.044563
C,h0081,3500,0.28,5600.549915,447.070385
C,h0082,3500,0.3,32110.8572,1811.669133
C,h0083,3500,0.32,99906.13393,4106.601227
C,h0084,3500,0.34,238399.2304,7347.936114
C,h0085,3500,0.36,486834.8736,11552.53106
C,h0086,3500,0.38,894641.1149,16738.00239
C,h0087,3500,0.4,1521497.934,22920.05645
C,h0088,4000,0.2,9765.82441,3668.654045
C,h0089,4000,0.22,6225.070455,1483.915774
C,h0090,4000,0.24,1833.245221,280.798225
C,h0091,4000,0.26,238.914122,24.077697
C,h0092,4000,0.28,10341.19168,706.890223
C,h0093,4000,0.3,48822.51222,2337.106782
C,h0094,4000,0.32,142428.7654,4929.200546
C,h0095,4000,0.34,329679.1398,8500.29661
C,h0096,4000,0.36,661905.7302,13067.75654
C,h0097,4000,0.38,1203717.615,18649.58881
C,h0098,4000,0.4,2033096.344,25261.77951
C,h0099,4500,0.2,9415.12892,3226.721256
C,h0100,4500,0.22,5567.865821,1197.803862
C,h0101,4500,0.24,1157.70694,157.532157
C,h0102,4500,0.26,994.287508,88.055926
C,h0103,4500,0.28,16524.19702,982.952424
C,h0104,4500,0.3,69022.48744,2852.429563
C,h0105,4500,0.32,192471.2012,5712.208449
C,h0106,4500,0.34,435721.9911,9580.177735
C,h0107,4500,0.36,863814.564,14474.53583
C,h0108,4500,0.38,1558568.995,20412.19727
C,h0109,4500,0.4,2618712.367,27410.87234
C,h0110,5000,0.2,9070.845917,2860.519729
C,h0111,5000,0.22,4947.314807,964.068826
C,h0112,5000,0.24,636.74328,77.824756
C,h0113,5000,0.26,2266.50286,178.471355
C,h0114,5000,0.28,24149.56594,1263.412443
C,h0115,5000,0.3,92710.78287,3354.009973
C,h0116,5000,0.32,250033.4415,6457.821002
C,h0117,5000,0.34,556527.7844,10595.86554
C,h0118,5000,0.36,1092561.375,15787.25081
C,h0119,5000,0.38,1959195.255,22049.1162
C,h0120,5000,0.4,3278346.004,29398.99329
C,h0121,5500,0.2,8732.975401,2551.989856
C,h0122,5500,0.22,4363.417412,778.708941
C,h0123,5500,0.24,270.354241,29.940031
C,h0124,5500,0.26,4055.560179,286.766
C,h0125,5500,0.28,33217.29844,1552.461228
C,h0126,5500,0.3,119887.3985,3840.453801
C,h0127,5500,0.32,315115.4862,7168.325206
C,h0128,5500,0.34,692096.5195,11554.68325
C,h0129,5500,0.36,1348146.163,17018.86759
C,h0130,5500,0.38,2405596.394,23578.22325
C,h0131,5500,0.4,4011997.254,31250.4511
C,h0132,6000,0.2,8401.517371,2288.306597
C,h0133,6000,0.22,3816.173638,627.914518
C,h0134,6000,0.24,58.539824,5.919804
C,h0135,6000,0.26,6361.459465,407.272822
C,h0136,6000,0.28,43727.39453,1837.496544
C,h0137,6000,0.3,150552.3343,4311.218397
C,h0138,6000,0.32,387717.3353,7846.695524
C,h0139,6000,0.34,842428.1966,12462.94061
C,h0140,6000,0.36,1630568.928,18179.5419
C,h0141,6000,0.38,2897772.413,25014.05823
C,h0142,6000,0.4,4819666.117,32984.32201
C,h0143,6500,0.2,8076.471828,2060.33651
C,h0144,6500,0.22,3305.583483,504.291934
C,h0145,6500,0.24,1.300029,0.120771
C,h0146,6500,0.26,9184.200718,536.126344
C,h0147,6500,0.28,55679.85419,2119.747675
C,h0148,6500,0.3,184705.5904,4766.622499
C,h0149,6500,0.32,467838.9888,8495.580332
C,h0150,6500,0.34,1007522.816,13325.984
C,h0151,6500,0.36,1939829.671,19277.63363
C,h0152,6500,0.38,3435723.311,26368.2739
C,h0153,6500,0.4,5701352.594,34616.36061
C,h0154,7000,0.2,7757.838772,1861.524588
C,h0155,7000,0.22,2831.646948,402.490739
C,h0156,7000,0.24,98.634854,8.465674
C,h0157,7000,0.26,12523.78394,670.711176
C,h0158,7000,0.28,69074.67744,2398.095438
C,h0159,7000,0.3,222347.1666,5207.189137
C,h0160,7000,0.32,555480.4468,9117.42017
C,h0161,7000,0.34,1187380.377,14052.18973
C,h0162,7000,0.36,2275928.39,20320.08701
C,h0163,7000,0.38,4019449.088,27650.42204
C,h0164,7000,0.4,6657056.684,36157.94227
C,h0165,7500,0.2,7445.618202,1686.660158
C,h0166,7500,0.22,2394.364033,318.397906
C,h0167,7500,0.24,350.544302,27.929913
C,h0168,7500,0.26,16380.20912,808.930331
C,h0169,7500,0.28,83911.86426,2671.705805
C,h0170,7500,0.3,263477.0631,5633.587083
C,h0171,7500,0.32,650641.7092,9714.467739
C,h0172,7500,0.34,1382000.879,14934.55927
C,h0173,7500,0.36,2638865.087,21312.74163
C,h0174,7500,0.38,4648949.746,28868.43285
C,h0175,7500,0.4,7686778.387,37619.79878
C,h0176,8000,0.2,7139.810118,1531.822542
C,h0177,8000,0.22,1993.734737,248.983306
C,h0178,8000,0.24,757.02837,56.23978
C,h0179,8000,0.26,20753.47628,949.470426
C,h0180,8000,0.28,100191.4147,2940.241402
C,h0181,8000,0.3,308095.2798,6046.716077
C,h0182,8000,0.32,753322.776,10288.62016
C,h0183,8000,0.34,1591384.324,15686.94194
C,h0184,8000,0.36,3028639.761,22260.65499
C,h0185,8000,0.38,5324225.282,30028.96406
C,h0186,8000,0.4,8790517.704,39010.45235
C,h0187,8500,0.2,6840.414522,1393.851792
C,h0188,8500,0.22,1629.759062,191.768541
C,h0189,8500,0.24,1318.08706,91.613825
C,h0190,8500,0.26,25643.5854,1091.307775
C,h0191,8500,0.28,117913.3287,3203.501557
C,h0192,8500,0.3,356201.8166,6446.942515
C,h0193,8500,0.32,863523.6472,10841.69544
C,h0194,8500,0.34,1815530.711,16408.94462
C,h0195,8500,0.36,3445252.412,23167.83302
C,h0196,8500,0.38,6045275.699,31137.6616
C,h0197,8500,0.4,9968274.634,40337.09172
C,h0198,9000,0.2,6547.431412,1270.374636
C,h0199,9000,0.22,1302.437006,144.811827
C,h0200,9000,0.24,2033.720372,132.690319
C,h0201,9000,0.26,31050.53648,1233.683759
C,h0202,9000,0.28,137077.6062,3461.416859
C,h0203,9000,0.3,407796.6737,6835.159052
C,h0204,9000,0.32,981244.3229,11375.27651
C,h0205,9000,0.34,2054440.039,17103.14299
C,h0206,9000,0.36,3888703.041,24038.03381
C,h0207,9000,0.38,6812100.994,32199.35682
C,h0208,9000,0.4,10000000,41605.83959
C,h0209,9500,0.2,6260.860788,1159.311626
C,h0210,9500,0.22,1011.768571,106.585568
C,h0211,9500,0.24,2903.928305,178.391402
C,h0212,9500,0.26,36974.32954,1376.077836
C,h0213,9500,0.28,157684.2474,3714.0061
C,h0214,9500,0.3,462879.851,7212.043067
C,h0215,9500,0.32,1106484.803,11890.7857
C,h0216,9500,0.34,2308112.31,17771.77482
C,h0217,9500,0.36,4358991.646,24874.42098
C,h0218,9500,0.38,7624701.169,33218.2206
C,h0219,9500,0.4,10000000,42821.95386
C,h0220,10000,0.2,5980.702651,1059.066931
C,h0221,10000,0.22,757.753755,75.814934
C,h0222,10000,0.24,3928.710859,227.848721
C,h0223,10000,0.26,43414.96456,1517.976078
C,h0224,10000,0.28,179733.2521,3961.427905
C,h0225,10000,0.3,521451.3485,7578.233714
C,h0226,10000,0.32,1239245.087,12389.49939
C,h0227,10000,0.34,2576547.522,18416.82938
C,h0228,10000,0.36,4856118.229,25679.75846
C,h0229,10000,0.38,8483076.224,34198.33708
C,h0230,10000,0.4,10000000,43989.99769
